Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (m),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
479,Knacumeford,Southeria,Southeria Earldom,Stansburia,Stansburian Empire,Angshire,Kocapism,town,9210,793.24,255.5,32.88,9.15,25,11°C,Antwerp (Belgium),,,,,,,,{t1:gules;ordinaries:[{ordinary:pileInBendSinister;t:argent}];charges:[{charge:drakkar;t:azure;p:em;t2:azure;t3:azure;size:0.5}];shield:wedged},https://watabou.github.io/city-generator/?name=Knacumeford&population=9210&size=30&seed=2563131000479&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
480,Senneauvilles,Lantaimancheb,Lantaimancheb Deanery,Chuelia,Diocese of Chuelia,Luari,Faith of Fateaux,town,2671,121,467.3,22.76,-23.01,64,17°C,Lisbon (Portugal),,,,,,,,{t1:or;charges:[{charge:scorpion;t:sable;p:e;size:1.5}];shield:french},https://watabou.github.io/city-generator/?name=Senneauvilles&population=2671&size=19&seed=2563131000480&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
481,Quatham,Skiptonbury,Skiptonbury Parish,Orporpor,Orporpor Theocracy,Angshire,Bramburghism,village,785,1079.12,378.93,26.98,22.83,81,13°C,Milan (Italy),,,,,,,,{t1:gules;ordinaries:[{ordinary:pale;t:or;line:arched}];charges:[{charge:buckle;t:gules;p:e;size:0.7}];shield:wedged},https://watabou.github.io/village-generator/?pop=785&name=Quatham&seed=2563131000481&width=1000&height=488&style=default&tags=dead+end%2Cno+square%2Cdense
482,Warhambe,Mitherslia,Mitherslia Parish,Orporpor,Orporpor Theocracy,Angshire,Bramburghism,town,191,1049.92,432.58,24.42,21.43,225,15°C,Rome (Italy),,,,,,,,{t1:argent;ordinaries:[{ordinary:saltire;t:sable;line:nebuly}];charges:[{charge:crossFleury;t:argent;p:e;size:0.7}];shield:wedged},https://watabou.github.io/city-generator/?name=Warhambe&population=191&size=7&seed=2563131000482&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
483,Raritavori,Raritavori,Raritavori Parish,Turanmaa,Turanmaan Theocracy,Soumi,Kocapism,town,4831,432.8,169.02,37.02,-8.09,100,7°C,Montreal (Canada),,,,walls,,,,{t1:gules;charges:[{charge:bell;t:argent;p:jln;t2:argent;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Raritavori&population=4831&size=24&seed=2563131000483&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
484,Tutach,Tutach,Tutach Parish,Puines,Puinian Theocracy,Shwazen,Shwazen Religion,town,12458,302.31,328.6,29.39,-14.34,841,8°C,Prague (Czechia),,,,,,,,{t1:chequy-azure-or;division:{division:perPale;t:argent;line:straight};ordinaries:[{ordinary:pile;t:gules}];shield:swiss},https://watabou.github.io/city-generator/?name=Tutach&population=12458&size=34&seed=2563131000484&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
485,Schopenbach,Schopenbach,Schopenbach Territory,Malscken,Grand Duchy of Malscken,Shwazen,Shwazen Religion,village,1083,311.56,460.22,23.1,-13.89,4,17°C,Lisbon (Portugal),,,,,,,,{t1:gules;charges:[{charge:eagle;t:argent;p:beh;t2:argent;t3:argent;size:0.5}];shield:swiss},https://watabou.github.io/village-generator/?pop=1083&name=Schopenbach&seed=2563131000485&width=1400&height=683&style=default&tags=isolated%2Cfarmland%2Cno+square%2Cdense
486,Aynak,Paisa,Paisa Land,Boy,Boyan Khaganate,Turchian,Kocapism,town,789,529.58,256.84,32.82,-3.46,289,9°C,Copenhagen (Denmark),,port,citadel,,,,,{t1:argent;division:{division:perFess;t:sable;line:straight};ordinaries:[{ordinary:bordure;t:vert}];shield:round},https://watabou.github.io/city-generator/?name=Aynak&population=789&size=12&seed=2563131000486&river=1&coast=1&farms=1&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
487,Rosnaid,Maberleithia,Maberleithia Parish,Aberleith,Thearchy of Aberleith,Keltan,Treaberlese Pantheon,town,2244,686.79,496.75,21.35,4.06,16,18°C,Barcelona (Spain),,port,,,,,,{t1:sable;ordinaries:[{ordinary:fessDoubleCotissed;t:or;line:wavy}];charges:[{charge:bearRampant;t:gules;p:def;t2:gules;t3:argent;size:0.4}];shield:oval},https://watabou.github.io/city-generator/?name=Rosnaid&population=2244&size=18&seed=2563131000487&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.74
488,Noyerstouil,Charvillenest,Charvillenest Clan,Puines,Puinian Theocracy,Luari,Luari Doctrine,town,2044,161.28,346.52,28.53,-21.08,324,11°C,Antwerp (Belgium),,,,,,,,{t1:or;charges:[{charge:lizard;t:sable;p:e;size:1.5}];shield:french},https://watabou.github.io/city-generator/?name=Noyerstouil&population=2044&size=17&seed=2563131000488&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
489,Marqui,Sezesezia,Sezesezia County,Aciasecia,Principality of Aciasecia,Tallian,Faith of Fateaux,town,4193,216.12,449.42,23.61,-18.46,100,15°C,Rome (Italy),,port,,,,,,{t1:argent;charges:[{charge:plaice;t:sable;p:jln;t2:sable;size:0.7}];shield:horsehead},https://watabou.github.io/city-generator/?name=Marqui&population=4193&size=22&seed=2563131000489&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.34
490,Korbey,Erkanesen,Erkanesen Seneschalty,Boy,Boyan Khaganate,Turchian,Kocapism,town,601,502.55,222.85,34.45,-4.76,121,9°C,Copenhagen (Denmark),,,,,,,,{t1:or;division:{division:perCross;t:gules;line:straight};charges:[{charge:lionHeadCaboshed;t:vert;p:j;t2:azure;size:0.6};{charge:anchor;t:or;p:l;size:0.6};{charge:trowel;t:or;p:m;size:0.6;sinister:1};{charge:roundel;t:purpure;p:o;size:0.6}];shield:round},https://watabou.github.io/city-generator/?name=Korbey&population=601&size=11&seed=2563131000490&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
491,Ungen,Schaldenia,Schaldenia Land,Fischrenia,Bishopric of Fischrenia,Shwazen,Shwazen Religion,town,3843,324.12,399.63,25.99,-13.29,100,14°C,Washington (D.C.),,,,,,,,{t1:sable;ordinaries:[{ordinary:pale;t:argent;line:straight}];charges:[{charge:windmill;t:sable;p:beh;t2:or;t3:sable;size:0.5}];shield:swiss},https://watabou.github.io/city-generator/?name=Ungen&population=3843&size=22&seed=2563131000491&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
492,Brorough,Draxtedia,Draxtedia County,Sagelia,Grand Duchy of Sagelia,Angshire,Bramburghism,town,3858,1014.7,308.67,30.34,19.74,144,11°C,Antwerp (Belgium),,,,,,,,{t1:argent;ordinaries:[{ordinary:point;t:purpure}];charges:[{charge:bell;t:purpure;p:bdf;t2:purpure;size:0.5}];shield:wedged},https://watabou.github.io/city-generator/?name=Brorough&population=3858&size=22&seed=2563131000492&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
493,Baynuzkolu,Paisa,Paisa Land,Boy,Boyan Khaganate,Turchian,Kocapism,town,915,434.53,265.96,32.38,-8.01,36,11°C,Antwerp (Belgium),,port,,,,,,{t1:or;charges:[{charge:salmon;t:vert;p:abcpqh;t2:purpure;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Baynuzkolu&population=915&size=13&seed=2563131000493&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.85
494,Vines,Ivria,Ivria Parish,Puines,Puinian Theocracy,Luari,Luari Doctrine,town,5982,219.94,323.56,29.63,-18.28,225,12°C,Paris (France),,,citadel,,,,,{t1:or;division:{division:perChevronReversed;t:sable;line:firTrees};charges:[{charge:crossHummetty;t:gules;p:dfh;size:0.5}];shield:french},https://watabou.github.io/city-generator/?name=Vines&population=5982&size=25&seed=2563131000494&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
495,Galokseki,Galokseki,Galokseki Earldom,Sazkyurt,Beylik of Sazkyurt,Turchian,Kocapism,town,3403,317.37,543.54,19.11,-13.62,676,15°C,Rome (Italy),,,,walls,,,,{t1:gules;division:{division:perFess;t:or;line:straight};ordinaries:[{ordinary:mount;t:argent;divided:counter}];shield:round},https://watabou.github.io/city-generator/?name=Galokseki&population=3403&size=21&seed=2563131000495&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
496,Atyurt,Moncocendi,Moncocendi Parish,Yerinte,Imamah of Yerinte,Turchian,Yerinish Creed,village,4101,464.44,599.17,16.45,-6.58,144,20°C,Alexandria (Egypt),,,,,,,,{t1:sable;ordinaries:[{ordinary:orle;t:argent}];charges:[{charge:bell;t:or;p:jleh;t2:or;size:0.5}];shield:round},https://watabou.github.io/village-generator/?pop=4101&name=Atyurt&seed=2563131000496&width=1600&height=780&style=default&tags=highway%2Cno+square%2Cdense
497,Chorgeal,Bouaigaiglos,Bouaigaiglos Parish,Aberleith,Thearchy of Aberleith,Keltan,Treaberlese Pantheon,village,864,827.94,551.5,18.73,10.81,9,19°C,Marrakesh (Morocco),,,,,,,,{t1:purpure;division:{division:perPale;t:argent;line:wavy};charges:[{charge:anchor;t:or;p:e;size:1.5}];shield:oval},https://watabou.github.io/village-generator/?pop=864&name=Chorgeal&seed=2563131000497&width=1000&height=488&style=default&tags=dead+end%2Cno+square%2Cdense
498,Enheim,Enheim,Enheim Clan,Malscken,Grand Duchy of Malscken,Shwazen,Shwazen Religion,city,5636,422.2,397.47,26.1,-8.6,64,15°C,Rome (Italy),,port,citadel,,,,,{t1:azure;division:{division:perCross;t:bendy-argent-purpure;line:straight};ordinaries:[{ordinary:bordure;t:or}];charges:[{charge:annulet;t:azure;p:ABCDEFGHIJKL;t2:or;t3:azure;size:0.18};{charge:hand;t:or;p:e;size:1.1}];shield:swiss},https://watabou.github.io/city-generator/?name=Enheim&population=5636&size=25&seed=2563131000498&river=0&coast=1&farms=0&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.42
499,Obalazte,Southeria,Southeria Earldom,Stansburia,Stansburian Empire,Turchian,Kocapism,town,975,783.1,223.64,34.41,8.66,16,10°C,London (England),,,,,,,,{t1:sable;division:{division:perCross;t:or;line:straight};ordinaries:[{ordinary:bendlet;t:argent;line:straight}];charges:[{charge:bridge;t:argent;p:cg;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Obalazte&population=975&size=13&seed=2563131000499&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
500,Ekin,Sivrek,Sivrek Shire,Boy,Boyan Khaganate,Turchian,Kocapism,town,2362,672.23,227.07,34.24,3.36,121,9°C,Copenhagen (Denmark),,,,,,,,{t1:or;charges:[{charge:bullHeadCaboshed;t:sable;p:e;t2:sable;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Ekin&population=2362&size=18&seed=2563131000500&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
501,Yemirman,Galokseki,Galokseki Earldom,Sazkyurt,Beylik of Sazkyurt,Turchian,Kocapism,village,2395,321.88,562.58,18.2,-13.4,625,16°C,Dubrovnik (Croatia),,,citadel,walls,,,,{t1:argent;ordinaries:[{ordinary:chevronReversed;t:gules}];charges:[{charge:lionPassant;t:gules;p:b;t2:gules;t3:azure;size:0.5}];shield:round},https://watabou.github.io/village-generator/?pop=2395&name=Yemirman&seed=2563131000501&width=1600&height=780&style=default&tags=highway%2Cno+square%2Cpalisade%2Cdense
502,Poglia,Toprak,Toprak Earldom,Sazkyurt,Beylik of Sazkyurt,Tallian,Kocapism,town,943,302.06,588.65,16.96,-14.35,81,19°C,Marrakesh (Morocco),,port,,,,,,{t1:gules;division:{division:perFess;t:argent;line:straight};charges:[{charge:anchor;t:or;p:k;size:0.7};{charge:falcon;t:purpure;p:n;size:0.7}];shield:horsehead},https://watabou.github.io/city-generator/?name=Poglia&population=943&size=13&seed=2563131000502&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.86
503,Laupsrey,Nehamn,Nehamn Earldom,Lauda,Grand Duchy of Lauda,Norse,Kocapism,town,4279,310.49,203.91,35.35,-13.95,49,9°C,Copenhagen (Denmark),,port,citadel,,,,,{t1:or;division:{division:perFess;t:purpure;line:straight};shield:heater},https://watabou.github.io/city-generator/?name=Laupsrey&population=4279&size=22&seed=2563131000503&river=1&coast=1&farms=1&citadel=1&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.3
504,Arcellettuso,Celleparno,Celleparno County,Aciasecia,Principality of Aciasecia,Tallian,Faith of Fateaux,town,901,132.9,563.08,18.18,-22.44,256,18°C,Barcelona (Spain),,,,,,,,{t1:gules;ordinaries:[{ordinary:chief;t:argent;line:arched}];shield:horsehead},https://watabou.github.io/city-generator/?name=Arcellettuso&population=901&size=13&seed=2563131000504&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
505,Aynak,Dekesenyurt,Dekesenyurt Territory,Stansburia,Stansburian Empire,Turchian,Kocapism,town,3063,749.9,274.8,31.96,7.08,4,11°C,Antwerp (Belgium),,,,,,,,{t1:azure;ordinaries:[{ordinary:chevronReversed;t:or}];charges:[{charge:lozenge;t:or;p:b;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Aynak&population=3063&size=20&seed=2563131000505&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
506,Altnesterby,Crafland,Crafland Parish,Orporpor,Orporpor Theocracy,Angshire,Bramburghism,town,7751,1163.45,364.52,27.67,26.86,16,14°C,Washington (D.C.),,port,,,,,,{t1:argent;charges:[{charge:peacockInPride;t:sable;p:e;t2:sable;t3:sable;size:1.5}];shield:wedged},https://watabou.github.io/city-generator/?name=Altnesterby&population=7751&size=28&seed=2563131000506&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.77
507,Dedikyurt,Oluyurt,Oluyurt County,Stansburia,Stansburian Empire,Turchian,Kocapism,village,913,771.59,252.55,33.03,8.11,9,11°C,Antwerp (Belgium),,,,,,,,{t1:azure;division:{division:perFess;t:or;line:engrailed};charges:[{charge:anvil;t:argent;p:k;size:0.7};{charge:mullet6Pierced;t:gules;p:n;size:0.7}];shield:round},https://watabou.github.io/village-generator/?pop=913&name=Dedikyurt&seed=2563131000507&width=1000&height=488&style=default&tags=river%2Cdead+end%2Cno+square%2Cdense
508,Yelenkorga,Yasyurt,Yasyurt Earldom,Sazkyurt,Beylik of Sazkyurt,Turchian,Kocapism,town,1976,312.12,505.88,20.91,-13.87,529,15°C,Rome (Italy),,,,,,,,{t1:argent;charges:[{charge:lanceWithBanner;t:sable;p:e;t2:sable;t3:sable;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Yelenkorga&population=1976&size=17&seed=2563131000508&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
509,Arig,Aberporth,Aberporth Parish,Aberleith,Thearchy of Aberleith,Keltan,Treaberlese Pantheon,town,984,780.96,481.12,22.1,8.56,324,15°C,Rome (Italy),,,,,,,,{t1:purpure;charges:[{charge:inescutcheon;t:argent;p:e;size:1.5};{charge:triangle;t:purpure;p:e;size:0.75}];shield:oval},https://watabou.github.io/city-generator/?name=Arig&population=984&size=13&seed=2563131000509&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
510,Orylis,Totestable,Totestable Region,Peina,Principality of Peina,Elladan,Tamanian Heresy,town,1854,1065.06,526.92,19.91,22.15,1024,12°C,Paris (France),,,,,,,,{t1:argent;ordinaries:[{ordinary:bendlet;t:purpure;line:straight}];charges:[{charge:pillar;t:argent;p:joe;size:0.3}];shield:boeotian},https://watabou.github.io/city-generator/?name=Orylis&population=1854&size=16&seed=2563131000510&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
511,Otillos,Heruesia,Heruesia County,Sazkyurt,Beylik of Sazkyurt,Astellian,Astellian Beliefs,town,3828,459.85,689.78,12.12,-6.8,16,22°C,Guangzhou (China),,port,,walls,plaza,,,{t1:or;ordinaries:[{ordinary:pale;t:purpure;line:straight}];charges:[{charge:crossFormee2;t:purpure;p:y;size:0.5}];shield:spanish},https://watabou.github.io/city-generator/?name=Otillos&population=3828&size=22&seed=2563131000511&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=1&shantytown=0&style=natural&sea=0.75
512,Shersle,Southeria,Southeria Earldom,Stansburia,Stansburian Empire,Angshire,Kocapism,town,5540,800.05,233.03,33.96,9.47,16,10°C,London (England),,port,,,,,,{t1:sable;ordinaries:[{ordinary:canton;t:or}];charges:[{charge:bone;t:or;p:beh;size:0.5}];shield:wedged},https://watabou.github.io/city-generator/?name=Shersle&population=5540&size=25&seed=2563131000512&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.98
513,Grafengen,Enheim,Enheim Clan,Malscken,Grand Duchy of Malscken,Shwazen,Shwazen Religion,town,4928,401.92,413.9,25.31,-9.57,256,13°C,Milan (Italy),,,,,,,,{t1:argent;ordinaries:[{ordinary:bordure;t:vert}];charges:[{charge:key;t:or;p:ABCDEFGHIJKL;size:0.18}];shield:swiss},https://watabou.github.io/city-generator/?name=Grafengen&population=4928&size=24&seed=2563131000513&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
514,Kusulakimaa,New Turanmaa,New Turanmaa Colony,Turanmaa,Turanmaan Theocracy,Soumi,Kocapism,village,612,433.36,142.34,38.29,-8.07,36,7°C,Montreal (Canada),,,,,,,,{t1:gules;charges:[{charge:bow;t:argent;p:e;size:1.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=612&name=Kusulakimaa&seed=2563131000514&width=1000&height=488&style=default&tags=isolated%2Cno+square%2Cdense
515,Bozozokor,Ytelen,Ytelen Shire,Boy,Boyan Khaganate,Turchian,Kocapism,town,3806,524.3,229.86,34.11,-3.72,169,9°C,Copenhagen (Denmark),,,,walls,,,,{t1:azure;ordinaries:[{ordinary:gore;t:or}];charges:[{charge:mullet;t:argent;p:e;size:1.5;reversed:1}];shield:round},https://watabou.github.io/city-generator/?name=Bozozokor&population=3806&size=21&seed=2563131000515&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
516,Kelilerkor,Ytelen,Ytelen Shire,Boy,Boyan Khaganate,Turchian,Kocapism,town,608,530.27,242.72,33.5,-3.43,324,8°C,Prague (Czechia),,,,walls,,,,{t1:gules;charges:[{charge:bookClosed;t:argent;p:kn;t2:argent;t3:or;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Kelilerkor&population=608&size=11&seed=2563131000516&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
517,Buyba,Yeneri,Yeneri Seneschalty,Boy,Boyan Khaganate,Turchian,Kocapism,town,4654,570.81,257.14,32.81,-1.49,441,8°C,Prague (Czechia),,port,citadel,,,,,{t1:gules;ordinaries:[{ordinary:chief;t:argent;line:archedReversed}];charges:[{charge:lionHeadCaboshed;t:gules;p:abc;t2:gules;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Buyba&population=4654&size=23&seed=2563131000517&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.13
518,Kokuzkoba,Bazyoleli,Bazyoleli Territory,Tutachinia,Duchy of Tutachinia,Turchian,Kocapism,town,5111,421.78,350.1,28.36,-8.62,256,12°C,Paris (France),,,,,,,,{t1:argent;division:{division:perPale;t:gules;line:rayonne};charges:[{charge:bridge;t:azure;p:jo;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Kokuzkoba&population=5111&size=24&seed=2563131000518&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
519,Baltaybur,Alprak,Alprak Area,Yerinte,Imamah of Yerinte,Turchian,Yerinish Creed,town,896,496.35,473.42,22.47,-5.05,9,17°C,Lisbon (Portugal),,port,,,,,,{t1:sable;division:{division:perPale;t:or;line:arched};charges:[{charge:crossHummetty;t:argent;p:p;size:0.7};{charge:crossSantiago;t:azure;p:q;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Baltaybur&population=896&size=13&seed=2563131000519&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.11
